Image,Class,Nose_X,Nose_Y,Nose_Confidence,Left_Eye_X,Left_Eye_Y,Left_Eye_Confidence,Right_Eye_X,Right_Eye_Y,Right_Eye_Confidence,Left_Ear_X,Left_Ear_Y,Left_Ear_Confidence,Right_Ear_X,Right_Ear_Y,Right_Ear_Confidence,Left_Shoulder_X,Left_Shoulder_Y,Left_Shoulder_Confidence,Right_Shoulder_X,Right_Shoulder_Y,Right_Shoulder_Confidence,Left_Elbow_X,Left_Elbow_Y,Left_Elbow_Confidence,Right_Elbow_X,Right_Elbow_Y,Right_Elbow_Confidence,Left_Wrist_X,Left_Wrist_Y,Left_Wrist_Confidence,Right_Wrist_X,Right_Wrist_Y,Right_Wrist_Confidence,Left_Hip_X,Left_Hip_Y,Left_Hip_Confidence,Right_Hip_X,Right_Hip_Y,Right_Hip_Confidence,Left_Knee_X,Left_Knee_Y,Left_Knee_Confidence,Right_Knee_X,Right_Knee_Y,Right_Knee_Confidence,Left_Ankle_X,Left_Ankle_Y,Left_Ankle_Confidence,Right_Ankle_X,Right_Ankle_Y,Right_Ankle_Confidence
C:\miniproject\dataset\R_R_GB\3460.jpg,R_R_GB,0.40266815,0.5102354,0.54006827,0.39522722,0.51991546,0.6258846,0.39381826,0.50961274,0.43858832,0.4022619,0.5401143,0.5697144,0.39907038,0.5199917,0.36222315,0.43965396,0.55876356,0.49123433,0.4331014,0.5251704,0.38656545,0.48541233,0.57793045,0.3172921,0.47618225,0.5054814,0.2784812,0.4982648,0.52336675,0.28010258,0.49542776,0.48210394,0.19137076,0.53951186,0.5458775,0.52992594,0.53857094,0.5163742,0.45111373,0.62071306,0.57948744,0.42501378,0.61042327,0.49469084,0.4228012,0.70549226,0.6174942,0.59631,0.7000631,0.48443267,0.63743323
C:\miniproject\dataset\R_R_GB\3461.jpg,R_R_GB,0.40282756,0.5073352,0.6003015,0.39610237,0.5168495,0.4990371,0.39432427,0.5060149,0.6007462,0.40163928,0.53771466,0.6012367,0.40061325,0.51435465,0.30186298,0.43821165,0.5614771,0.47432122,0.4376887,0.51022536,0.38383284,0.48385984,0.57840693,0.52745503,0.48637253,0.4814945,0.34536964,0.5032523,0.5322901,0.29128465,0.50502884,0.45751348,0.33749655,0.5420049,0.544994,0.54358864,0.5413402,0.50246125,0.51921254,0.6303703,0.5742966,0.5897115,0.6137282,0.48323414,0.44817558,0.7088498,0.61346793,0.6215128,0.7005918,0.4771345,0.6714857
C:\miniproject\dataset\R_R_GB\3462.jpg,R_R_GB,0.40403062,0.5053629,0.5448561,0.3951706,0.5128778,0.54749304,0.39540824,0.50292194,0.49832106,0.4034609,0.5333974,0.5058901,0.40201578,0.5097123,0.5079208,0.43723598,0.55525523,0.4701404,0.43897226,0.50395125,0.4288743,0.4810824,0.57885855,0.585772,0.4850173,0.47819063,0.32402778,0.5008418,0.5355255,0.2411547,0.49996305,0.45238307,0.2564921,0.53879106,0.541791,0.6144272,0.53882927,0.4994285,0.47861993,0.62679356,0.5679667,0.6379312,0.6104825,0.4802248,0.47272608,0.70774716,0.60546136,0.6331225,0.69639343,0.4755309,0.70204437
C:\miniproject\dataset\R_R_GB\3463.jpg,R_R_GB,0.40249655,0.50071007,0.50801826,0.39468944,0.50757056,0.6491606,0.39469814,0.4988808,0.352943,0.40338415,0.52536887,0.59437865,0.4001967,0.50619656,0.50715387,0.43791652,0.5433102,0.5009308,0.43605793,0.50405174,0.42284968,0.4806904,0.5653056,0.41301325,0.48026797,0.47922403,0.32064655,0.50347424,0.5301032,0.30298975,0.50971895,0.44730705,0.41733566,0.53538996,0.5343665,0.5889609,0.53685206,0.49670255,0.448197,0.6258109,0.56127244,0.57785773,0.6077573,0.47840938,0.49230507,0.7045818,0.60363525,0.61967564,0.6888823,0.469207,0.55362856
C:\miniproject\dataset\R_R_GB\3464.jpg,R_R_GB,0.4021337,0.49353075,0.5823601,0.3957417,0.5020649,0.51458776,0.3944282,0.49390206,0.5533749,0.40348577,0.51912445,0.5009679,0.40149724,0.50319606,0.40835962,0.44087374,0.5365006,0.3862377,0.43730375,0.5029521,0.3945621,0.478559,0.5621515,0.40378547,0.48347497,0.4727562,0.3063045,0.5023632,0.529208,0.3232735,0.50829273,0.440388,0.37945968,0.5302757,0.5281846,0.48866504,0.5314073,0.49653658,0.3524818,0.6166531,0.55023134,0.57447875,0.6017788,0.47364303,0.5333233,0.6988006,0.5952858,0.57421356,0.6865453,0.46808368,0.6092666
C:\miniproject\dataset\R_R_GB\3465.jpg,R_R_GB,0.4031593,0.49143818,0.6214485,0.39477473,0.49795878,0.5800994,0.39424682,0.49362332,0.56398314,0.40502226,0.51419485,0.3991045,0.40086794,0.5053429,0.48404375,0.44028106,0.5255822,0.44419014,0.43154883,0.5132686,0.39289063,0.47658578,0.49344775,0.27856478,0.47807997,0.4896272,0.29077372,0.5000475,0.4380599,0.27821195,0.50353366,0.4868904,0.19970365,0.5344093,0.52599156,0.5817385,0.5363283,0.49805808,0.45166552,0.6243829,0.5549288,0.6069413,0.60559505,0.4679093,0.39912695,0.7067089,0.59613943,0.5594984,0.690313,0.46357545,0.7821223
C:\miniproject\dataset\R_R_GB\3466.jpg,R_R_GB,0.4044615,0.4876876,0.57378405,0.39556095,0.4945446,0.6722235,0.3952104,0.48836896,0.58418864,0.4052863,0.5129507,0.51512253,0.40131122,0.49841,0.38233644,0.44024363,0.52865356,0.43765652,0.43156025,0.50638515,0.374249,0.47724414,0.51016694,0.22718123,0.47983074,0.47801086,0.3638255,0.497739,0.45284146,0.2584898,0.50024533,0.46343097,0.19477412,0.53793144,0.5237658,0.6333794,0.53891695,0.48895288,0.57928675,0.62763286,0.55311996,0.6812999,0.61796284,0.4613707,0.44219998,0.7063358,0.59353906,0.47051206,0.6960138,0.460161,0.7330754
C:\miniproject\dataset\R_R_GB\3467.jpg,R_R_GB,0.40494913,0.48485336,0.4973616,0.39638758,0.49157658,0.70760995,0.39665148,0.48383567,0.4076324,0.40226048,0.5115222,0.58002764,0.4010327,0.494487,0.50231445,0.4369206,0.5316236,0.26920503,0.43640044,0.4906459,0.4244676,0.48280674,0.5547597,0.50984144,0.47989014,0.46810845,0.3484756,0.5038166,0.5184366,0.30180687,0.5068768,0.43116784,0.43994167,0.53795785,0.52356327,0.6146204,0.53951615,0.4832377,0.4625528,0.62218976,0.5513775,0.5663222,0.6119267,0.4633942,0.49036998,0.70334697,0.58640546,0.44131246,0.6929691,0.46007663,0.7227282
C:\miniproject\dataset\R_R_GB\3468.jpg,R_R_GB,0.40332016,0.47931823,0.52854997,0.3960452,0.48771104,0.59678066,0.39469603,0.48006338,0.41255322,0.40178037,0.5071884,0.62922406,0.4001325,0.49495572,0.46521842,0.44042817,0.527684,0.47457278,0.4331839,0.4957917,0.42806122,0.48264202,0.5547859,0.42293802,0.4778377,0.47307807,0.3013966,0.5052034,0.47636,0.21613991,0.50622296,0.42858815,0.40641403,0.53988403,0.52083623,0.5795925,0.53970444,0.4845724,0.49987578,0.623447,0.5494666,0.54746294,0.61267924,0.46413532,0.32928354,0.70500666,0.58700794,0.5301025,0.68957305,0.46063843,0.6778061
C:\miniproject\dataset\R_R_GB\3469.jpg,R_R_GB,0.40359887,0.48321256,0.469299,0.3942957,0.48913398,0.611123,0.3949157,0.4817664,0.3030183,0.3997364,0.5086869,0.6799779,0.3984001,0.4940173,0.43471414,0.4356534,0.5298309,0.4687223,0.4294695,0.49532092,0.49217373,0.4793129,0.5497997,0.32895523,0.4731768,0.47032824,0.32911083,0.49238425,0.45732558,0.27507278,0.49433455,0.44388977,0.21009043,0.52996737,0.52294075,0.51474565,0.53323144,0.48683032,0.5555236,0.61706066,0.55102897,0.4639306,0.6045328,0.46297315,0.5533578,0.69609046,0.59059685,0.6284605,0.68904155,0.46190608,0.6910566
C:\miniproject\dataset\R_R_GB\3470.jpg,R_R_GB,0.398913,0.48661008,0.5602806,0.39051804,0.4932194,0.5158387,0.3901958,0.4848625,0.4274107,0.39611536,0.5129864,0.5930465,0.3935188,0.4945008,0.47371137,0.42988947,0.5342211,0.45922405,0.42863166,0.4907225,0.58274496,0.475222,0.5568278,0.6187385,0.4733476,0.46558312,0.4342879,0.5023072,0.51546365,0.28903303,0.49084404,0.43623352,0.36556444,0.5303906,0.52652025,0.6012046,0.53181577,0.48685378,0.6117597,0.617289,0.5499959,0.6815835,0.6070357,0.46512654,0.3961181,0.69440764,0.5950325,0.48563185,0.68553525,0.4636979,0.61303145
C:\miniproject\dataset\R_R_GB\3471.jpg,R_R_GB,0.39408436,0.48811182,0.54223645,0.3860755,0.4938818,0.58200914,0.3859512,0.4869601,0.5445979,0.39118814,0.51240027,0.40952662,0.38956016,0.4949844,0.34686387,0.4289193,0.5349985,0.5130495,0.42768797,0.4934721,0.60384816,0.47122413,0.55648595,0.58734196,0.47339693,0.46847293,0.34272486,0.49791625,0.51497746,0.3151199,0.4947949,0.44103152,0.39751896,0.5304294,0.5279937,0.5799698,0.53261334,0.48643488,0.5485697,0.61872697,0.55156195,0.71637005,0.605561,0.46690816,0.38475317,0.6961944,0.59229887,0.6548006,0.6885955,0.46335492,0.6409888
C:\miniproject\dataset\R_R_GB\3472.jpg,R_R_GB,0.3938782,0.4847264,0.46780738,0.38571838,0.4893377,0.6690583,0.38549682,0.48322424,0.4247077,0.3881827,0.5112193,0.5766408,0.38677642,0.49469897,0.54355496,0.42148864,0.5304781,0.35289434,0.42290375,0.4898653,0.5567066,0.4690617,0.5537151,0.55096906,0.46953294,0.46553597,0.38017556,0.49502638,0.5149326,0.3084373,0.49143544,0.43795714,0.5016342,0.52731323,0.5244072,0.616751,0.52867055,0.48625782,0.57777554,0.61450243,0.5487814,0.6531132,0.5999794,0.46535507,0.52688116,0.6954366,0.5920824,0.6399074,0.68148446,0.46322256,0.70056045
C:\miniproject\dataset\R_R_GB\3473.jpg,R_R_GB,0.38960508,0.48067725,0.49657357,0.38359562,0.48804682,0.6671516,0.38249013,0.4781588,0.6202337,0.3885107,0.51000595,0.5875705,0.3871954,0.48854643,0.4730029,0.42398766,0.53357273,0.5104163,0.4251581,0.48093945,0.4942851,0.4679612,0.5575603,0.657258,0.47045583,0.45077202,0.3456412,0.48929456,0.52130234,0.29531774,0.49376673,0.42801648,0.58372843,0.5293388,0.5215258,0.62687355,0.52950174,0.47995585,0.66652524,0.61370724,0.54616374,0.55768603,0.60150224,0.45967337,0.380933,0.69425625,0.589523,0.6038438,0.6857124,0.45678768,0.59423
C:\miniproject\dataset\R_R_GB\3474.jpg,R_R_GB,0.39041978,0.47790805,0.5894412,0.38429576,0.48408967,0.49938983,0.38243523,0.47558513,0.6756177,0.3895356,0.50546765,0.43554598,0.387669,0.48602253,0.32508233,0.42861214,0.53188217,0.54749936,0.42615214,0.47826046,0.5591225,0.47087812,0.5535404,0.5963617,0.46438512,0.44660607,0.35881534,0.49139193,0.5109814,0.28206965,0.4905945,0.42736277,0.6678355,0.5306222,0.5173767,0.59157693,0.5295978,0.47715163,0.6671001,0.6157065,0.5440254,0.5806399,0.5989885,0.45576695,0.49816135,0.6947684,0.5826957,0.43851724,0.6795496,0.45627934,0.6798535
C:\miniproject\dataset\R_R_GB\3475.jpg,R_R_GB,0.39277652,0.47465038,0.58217335,0.38433143,0.48145854,0.62131584,0.38401213,0.4708409,0.5229882,0.38888785,0.50202453,0.3948924,0.38839296,0.4799481,0.4242049,0.42443958,0.52531517,0.55835426,0.4267301,0.47447142,0.5404843,0.4681645,0.5484986,0.58706164,0.46532324,0.44346032,0.33092338,0.49062163,0.5046219,0.29055965,0.49051434,0.42600882,0.5503353,0.528073,0.5115093,0.49105245,0.52908283,0.4734349,0.61388034,0.6114233,0.53852314,0.53731734,0.60042155,0.45230538,0.45440057,0.69134104,0.57821643,0.48878384,0.68198484,0.4545484,0.65724725
C:\miniproject\dataset\R_R_GB\3476.jpg,R_R_GB,0.39080963,0.4688271,0.34269556,0.38273716,0.47446433,0.70484,0.3814203,0.46488544,0.42399594,0.38638988,0.49877855,0.50907797,0.38692927,0.4776247,0.44459668,0.42135412,0.515481,0.35356957,0.42660895,0.47221336,0.5238307,0.4691689,0.5424643,0.53985894,0.4686214,0.44630006,0.28678787,0.48854038,0.49562725,0.3340061,0.48998964,0.4265647,0.5240609,0.5238178,0.5117046,0.6033869,0.5255205,0.47199616,0.5740424,0.611515,0.5292194,0.52947444,0.59442353,0.4516595,0.41375735,0.69077754,0.57521117,0.5696286,0.67679834,0.45390385,0.6288467
C:\miniproject\dataset\R_R_GB\3477.jpg,R_R_GB,0.39171726,0.46920806,0.36156368,0.38356885,0.47432572,0.69534767,0.38178024,0.46492562,0.4493861,0.39003217,0.49735224,0.36390075,0.38687027,0.4757785,0.43421158,0.4264684,0.5199436,0.42872787,0.42764807,0.4693495,0.48222953,0.47139904,0.5448485,0.6355513,0.46657336,0.43810332,0.33551818,0.489336,0.5018252,0.25243253,0.4892568,0.42494813,0.52146065,0.5294533,0.51258665,0.55193305,0.530756,0.46991423,0.5714287,0.6168313,0.53426754,0.5670116,0.600252,0.4506493,0.48408386,0.69490147,0.57634604,0.5457749,0.6836251,0.45169118,0.46977615
C:\miniproject\dataset\R_R_GB\3478.jpg,R_R_GB,0.39270508,0.4682102,0.32076275,0.38357714,0.4736125,0.6944991,0.38326198,0.4636202,0.5074882,0.38898465,0.4968988,0.41552565,0.38942757,0.4767006,0.39860862,0.42523646,0.5172991,0.504184,0.42980358,0.47267362,0.4944569,0.47081366,0.53584063,0.46542582,0.47189352,0.44862363,0.32136643,0.48991212,0.48956215,0.3153177,0.49299332,0.4278072,0.46560395,0.52806365,0.51035976,0.587847,0.5315552,0.47271606,0.5920142,0.62008256,0.5351056,0.5060593,0.5992634,0.45052212,0.54794836,0.6951355,0.58076143,0.4587874,0.68274754,0.4511827,0.68189573
C:\miniproject\dataset\R_R_GB\3479.jpg,R_R_GB,0.3944017,0.4683828,0.36499974,0.38535616,0.47337994,0.6411785,0.38498715,0.46375066,0.45425433,0.38964662,0.49634904,0.46810952,0.3899563,0.47593263,0.428573,0.42356873,0.5165383,0.5194345,0.4280741,0.47175488,0.48449883,0.47077066,0.53559065,0.47063223,0.4710199,0.44619885,0.30474287,0.48763543,0.47994676,0.3516457,0.49147066,0.4259881,0.52319175,0.5265475,0.5091932,0.6558991,0.5303462,0.47028753,0.58070964,0.61583096,0.5303698,0.49783581,0.59955823,0.4498304,0.55455786,0.6895845,0.5769962,0.5491087,0.6833803,0.44971046,0.6746799
C:\miniproject\dataset\R_R_GB\3480.jpg,R_R_GB,0.3937357,0.46849683,0.3685422,0.38472474,0.47385648,0.6615962,0.38428697,0.46367568,0.46299976,0.38975006,0.496808,0.45566025,0.3899993,0.4752583,0.38792303,0.4262574,0.5173014,0.5134386,0.43113586,0.46993986,0.47254747,0.47144598,0.5360328,0.46942714,0.4718131,0.44387838,0.32531485,0.4920286,0.48948753,0.29835367,0.49227837,0.4249246,0.47894657,0.5272279,0.5094927,0.61209285,0.53094363,0.47105882,0.56287664,0.6169967,0.52901286,0.45998424,0.59959024,0.45037094,0.53455305,0.6907081,0.5761749,0.5232424,0.6826092,0.45123076,0.6285145
C:\miniproject\dataset\R_R_GB\3481.jpg,R_R_GB,0.3918034,0.46869487,0.3174889,0.38298967,0.4738695,0.6880628,0.38271177,0.46443602,0.4572601,0.38849062,0.4967516,0.40722722,0.38873693,0.47765574,0.40527394,0.42608592,0.5179784,0.48607403,0.4300901,0.47295937,0.51947004,0.47140294,0.5368597,0.45835906,0.47134164,0.4467698,0.33831578,0.49023202,0.49121553,0.28631988,0.49234232,0.4271692,0.44774842,0.5287598,0.51027316,0.57843816,0.5321065,0.47268566,0.58621407,0.61707467,0.5335806,0.5053479,0.60317665,0.45087737,0.52807975,0.6920666,0.57854044,0.36858165,0.6814205,0.45065904,0.63784665
C:\miniproject\dataset\R_R_GB\3482.jpg,R_R_GB,0.39277807,0.4687472,0.3604557,0.38417372,0.47413915,0.6783769,0.38283658,0.4644129,0.4548697,0.38979393,0.49809405,0.3465192,0.38761,0.47619435,0.4204391,0.42610893,0.52008396,0.43439037,0.42795917,0.4698598,0.48124334,0.4709408,0.5414968,0.5745435,0.46488252,0.43846023,0.31604445,0.48802453,0.49377093,0.2950332,0.48908898,0.42366144,0.48754025,0.5291935,0.5119235,0.5482751,0.53213656,0.468332,0.53432125,0.6162327,0.53428644,0.56723386,0.6033081,0.45137453,0.55984765,0.6932714,0.57546836,0.5062471,0.6842447,0.45012283,0.5070648
C:\miniproject\dataset\R_R_GB\3483.jpg,R_R_GB,0.39235753,0.46938404,0.38726023,0.38390884,0.47506732,0.6694746,0.38266227,0.46507108,0.4425556,0.3905202,0.4988912,0.35508564,0.38756564,0.47604486,0.41966248,0.42719463,0.5213964,0.4527538,0.42791617,0.46928844,0.4739358,0.4711537,0.5420268,0.59827185,0.46436825,0.4372978,0.33555418,0.48854476,0.49615118,0.28792033,0.48939934,0.42232966,0.5026932,0.5287707,0.51323855,0.5391042,0.5311235,0.46875477,0.523828,0.6156248,0.5343169,0.56942886,0.5970722,0.45040938,0.5456936,0.6928215,0.57513785,0.52278215,0.67970866,0.45135713,0.6763555
C:\miniproject\dataset\R_R_GB\3484.jpg,R_R_GB,0.39221346,0.46947378,0.3919518,0.38396487,0.4746697,0.67038476,0.3824183,0.46545848,0.41954264,0.3900168,0.49799162,0.34050855,0.38710642,0.4768403,0.4282179,0.4265232,0.5198128,0.41583636,0.4265924,0.47003132,0.4890261,0.4723496,0.5412048,0.6104521,0.46428883,0.43776673,0.33622372,0.48894134,0.4952055,0.30865142,0.48948732,0.42331424,0.5212606,0.52836394,0.51241606,0.5576894,0.53011334,0.46936795,0.55077505,0.6145586,0.5337839,0.5583655,0.5995574,0.45160487,0.53659123,0.6917268,0.5751862,0.524107,0.6826569,0.4508539,0.6660903
C:\miniproject\dataset\R_R_GB\3485.jpg,R_R_GB,0.39344528,0.47027397,0.44679293,0.385329,0.4756056,0.627193,0.38355616,0.46626276,0.41459632,0.3906853,0.4986759,0.36583254,0.38764638,0.47680157,0.4245623,0.42571422,0.5190088,0.42184323,0.4266333,0.47187158,0.51616704,0.47206455,0.5428742,0.61902744,0.4686988,0.44297865,0.28711736,0.48988518,0.4941762,0.340807,0.48863336,0.4266807,0.52997506,0.5299412,0.51322186,0.5182707,0.53125215,0.4726453,0.6254708,0.61964214,0.5349805,0.58523995,0.6024122,0.45233408,0.50291187,0.69525725,0.5766492,0.53598446,0.6816036,0.451845,0.6500489
C:\miniproject\dataset\R_R_GB\3486.jpg,R_R_GB,0.39542183,0.4716246,0.5378904,0.3868544,0.4773687,0.5616139,0.38671502,0.46781227,0.29220363,0.3906306,0.49881345,0.36397135,0.38942415,0.47867045,0.3880938,0.4254484,0.51870775,0.40313274,0.427141,0.47450212,0.5317687,0.47217035,0.5405106,0.5704577,0.4698267,0.4448243,0.2911431,0.49256882,0.49195397,0.30903754,0.49072003,0.4275784,0.5417779,0.5290171,0.51158196,0.55242264,0.53037167,0.4741268,0.62582517,0.61797595,0.53295773,0.53414285,0.59837747,0.45330822,0.48207587,0.694437,0.5777541,0.5757147,0.67963344,0.45215517,0.6646224
C:\miniproject\dataset\R_R_GB\3487.jpg,R_R_GB,0.39682907,0.469713,0.5038428,0.38728747,0.47651455,0.5663231,0.38851303,0.46490976,0.22159293,0.39229834,0.49931955,0.4332096,0.3933014,0.47218603,0.33183253,0.43109515,0.5207466,0.47212076,0.43279588,0.46987426,0.49666095,0.4737371,0.54250246,0.65554094,0.47240636,0.4419669,0.3440314,0.49434617,0.50270474,0.2664801,0.49261394,0.42604923,0.48305333,0.5270941,0.5136442,0.535679,0.5296411,0.47226447,0.5671308,0.6143321,0.53271693,0.34746715,0.5991692,0.45221165,0.477488,0.69120276,0.5778534,0.54580736,0.6833012,0.45037368,0.612726
C:\miniproject\dataset\R_R_GB\3488.jpg,R_R_GB,0.39852363,0.470137,0.5249024,0.38994035,0.47765514,0.45329016,0.38996604,0.4661766,0.26047784,0.39430192,0.4993398,0.4788738,0.393751,0.47480762,0.3336147,0.43055525,0.51731056,0.39801937,0.4316809,0.47237983,0.48273328,0.47870615,0.5373149,0.5587111,0.47313526,0.44351208,0.35000685,0.49427179,0.49039719,0.3000739,0.49408445,0.42431006,0.35722727,0.5292781,0.5128319,0.5318558,0.5320329,0.47256076,0.6075376,0.6185286,0.5331134,0.44807577,0.59886056,0.4505277,0.58014125,0.69574714,0.57757473,0.5962514,0.6858149,0.4499367,0.65466774
C:\miniproject\dataset\R_R_GB\3489.jpg,R_R_GB,0.40005267,0.46814144,0.47123703,0.39131188,0.47553867,0.50451523,0.39134142,0.46476886,0.24459523,0.3973437,0.49823695,0.59230214,0.3964637,0.47446644,0.39100483,0.4318614,0.51792794,0.44618466,0.43350253,0.47036883,0.47051805,0.47854748,0.54193944,0.5842341,0.4723924,0.4384613,0.33966583,0.49813706,0.4945082,0.33951685,0.49876657,0.4154003,0.4302905,0.5311176,0.5131629,0.5611427,0.5345762,0.46654296,0.4500366,0.6215832,0.53416455,0.47599134,0.6108187,0.45130405,0.4693838,0.69428474,0.57626015,0.5911746,0.68702406,0.44912055,0.63188154
C:\miniproject\dataset\R_R_GB\3490.jpg,R_R_GB,0.40083954,0.46692088,0.42304498,0.39187837,0.47382864,0.5163836,0.39029753,0.4635275,0.32284606,0.39736262,0.4958935,0.6591183,0.39674774,0.47543302,0.39230612,0.43240696,0.5175981,0.5046772,0.43204877,0.47507238,0.5366787,0.47798023,0.53113127,0.37126115,0.47117054,0.44878742,0.3874875,0.49527633,0.46202093,0.3034878,0.49003813,0.42398107,0.30612767,0.5314371,0.51245564,0.52582073,0.53384715,0.47149527,0.488283,0.62411815,0.53621167,0.44092774,0.60414237,0.44935358,0.47691864,0.69988024,0.57695174,0.5986268,0.6887012,0.4468385,0.6781694
C:\miniproject\dataset\R_R_GB\3491.jpg,R_R_GB,0.39974812,0.46223295,0.5979463,0.39237878,0.47185564,0.4956599,0.3907001,0.46166742,0.43845102,0.39688197,0.49424663,0.6721719,0.39689395,0.4733765,0.35716498,0.43310064,0.51546705,0.5086756,0.43331948,0.4734866,0.49534535,0.48185924,0.53416616,0.52283496,0.47361928,0.44719335,0.35923135,0.4992449,0.48973992,0.30630395,0.49749574,0.41626894,0.41739264,0.5316964,0.51055187,0.5433307,0.5341895,0.4698621,0.44676468,0.62313604,0.53536063,0.47134548,0.6054881,0.4487663,0.5208349,0.7006661,0.57370484,0.612182,0.6871191,0.4478387,0.6579072
C:\miniproject\dataset\R_R_GB\3492.jpg,R_R_GB,0.40209684,0.4602595,0.56909245,0.39413753,0.4695163,0.48340192,0.39296514,0.45898977,0.5383351,0.39823127,0.4914952,0.66372454,0.3987622,0.47041523,0.3771428,0.4331676,0.5150249,0.5140601,0.43559828,0.47075382,0.42575228,0.482237,0.53616184,0.5367298,0.47761497,0.44148126,0.3873831,0.50182927,0.49242806,0.31252217,0.5005856,0.41822276,0.46239424,0.5323812,0.51200134,0.5338313,0.5360072,0.46881932,0.4849609,0.6237644,0.5332576,0.42336828,0.6052194,0.4482369,0.4837447,0.69759125,0.5743941,0.6024101,0.68865424,0.44734982,0.6118147
C:\miniproject\dataset\R_R_GB\3493.jpg,R_R_GB,0.4030433,0.46081334,0.5662217,0.39529836,0.47047144,0.508687,0.39333254,0.4594276,0.60251737,0.4009885,0.49303862,0.65188247,0.3997551,0.47044393,0.3898381,0.4377291,0.51597476,0.47939026,0.43541554,0.46928445,0.40218684,0.48252624,0.5351463,0.56324553,0.47501212,0.44048354,0.38239393,0.5006488,0.48664746,0.29239923,0.4956458,0.42161858,0.34522295,0.537492,0.5100928,0.6505961,0.54053926,0.4658908,0.5999859,0.62619674,0.5350798,0.52628106,0.6166207,0.44576368,0.51833254,0.6990099,0.57178694,0.5433096,0.6923433,0.4448896,0.7139302
C:\miniproject\dataset\R_R_GB\3494.jpg,R_R_GB,0.40425223,0.45776457,0.57195306,0.39614555,0.4676341,0.44367844,0.39511922,0.45661098,0.5576693,0.402693,0.49049672,0.6275978,0.40286544,0.46982664,0.37520835,0.43721172,0.51293015,0.5275491,0.43735266,0.46548915,0.4141893,0.47977155,0.53271645,0.4363479,0.4795297,0.43627724,0.34282038,0.49537426,0.4773426,0.24632962,0.50351506,0.41467297,0.46772626,0.5339035,0.50937206,0.6094474,0.53861064,0.46552184,0.482503,0.6234437,0.53258204,0.40062702,0.6097808,0.44638354,0.54542327,0.6945424,0.572287,0.5456118,0.6897972,0.44252354,0.6176327
C:\miniproject\dataset\R_R_GB\3495.jpg,R_R_GB,0.40590551,0.4587009,0.48620242,0.39665893,0.46586946,0.61077654,0.39670765,0.45537058,0.5465163,0.40273553,0.49021503,0.59952945,0.40194345,0.46721292,0.41306815,0.4387045,0.5124884,0.46625018,0.43734986,0.462732,0.37239468,0.48186105,0.534335,0.5122695,0.47862348,0.43089652,0.3598962,0.4998072,0.49276617,0.31218606,0.50501496,0.4123498,0.47433433,0.5330382,0.50948256,0.5884146,0.5367975,0.46577904,0.5404264,0.6268152,0.5278128,0.5035132,0.6112114,0.44657376,0.5202462,0.6978664,0.5706223,0.5076496,0.6901646,0.44305015,0.57680684
C:\miniproject\dataset\R_R_GB\3496.jpg,R_R_GB,0.4047559,0.45827916,0.5935659,0.39551198,0.46621707,0.6062118,0.39527604,0.455781,0.5544963,0.40197992,0.48949403,0.62279373,0.40065476,0.46672156,0.4575046,0.43964872,0.5105466,0.43583882,0.4364892,0.46179247,0.37141812,0.48343834,0.5277542,0.51151055,0.4776548,0.43226424,0.3779722,0.5016299,0.48940784,0.32780275,0.50460005,0.41151044,0.48473743,0.5328913,0.50717115,0.5933197,0.53636056,0.46446544,0.5396216,0.6260673,0.5278605,0.49189073,0.61183345,0.44418377,0.5178774,0.69669646,0.5696275,0.48646927,0.68822587,0.44310322,0.550637
C:\miniproject\dataset\R_R_GB\3497.jpg,R_R_GB,0.40439647,0.45622984,0.553177,0.39369252,0.46386343,0.6389831,0.3941245,0.4557973,0.5326421,0.40076163,0.485023,0.55182517,0.39947084,0.46852952,0.3763184,0.43529984,0.50179523,0.4552209,0.4319285,0.4732977,0.42036813,0.47829965,0.49727947,0.20846213,0.47595435,0.44474024,0.36354968,0.49897915,0.44779372,0.29865915,0.5034995,0.41005167,0.3426087,0.5330731,0.50468546,0.5456208,0.53533614,0.46535614,0.411225,0.6268704,0.53044176,0.3432364,0.6126113,0.44185716,0.52332866,0.70228434,0.5697768,0.46150425,0.6899021,0.4404688,0.5893644
C:\miniproject\dataset\R_R_GB\3498.jpg,R_R_GB,0.4014956,0.45883712,0.5895029,0.3914257,0.46591592,0.53969723,0.39196256,0.4588118,0.51701206,0.40054724,0.4851289,0.54244566,0.3982314,0.47035477,0.36020565,0.43682283,0.49719182,0.35640547,0.4308344,0.4784341,0.48233965,0.4765635,0.47158158,0.23729344,0.47250932,0.45038053,0.28896344,0.49791443,0.42814928,0.26871753,0.50025314,0.43384838,0.21437332,0.53140366,0.5001156,0.45269585,0.5333429,0.47281927,0.51604825,0.6214503,0.5278768,0.33699527,0.6121552,0.44428182,0.52188826,0.6981851,0.56669044,0.5077819,0.6890966,0.44099015,0.56072813
